Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
700¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":126,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Program
979¿BlockStatement¿¿1210¿¿¿¿{"start":{"line":65,"column":21},"end":{"line":71,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
980¿VariableDeclarator¿¿1208¿child¿¿¿{"start":{"line":64,"column":6},"end":{"line":72,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
981¿CallExpression¿¿1208¿¿¿¿{"start":{"line":64,"column":14},"end":{"line":72,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
982¿Identifier¿¿1208¿exec¿¿¿{"start":{"line":64,"column":14},"end":{"line":64,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
983¿Identifier¿¿1208¿v104¿¿¿¿¿Identifier
984¿Identifier¿¿1208¿v108¿¿¿¿¿Identifier
985¿BlockStatement¿¿1208¿¿¿¿{"start":{"line":63,"column":59},"end":{"line":73,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
986¿VariableDeclarator¿¿1185¿commandExistsUnixSync¿¿¿{"start":{"line":75,"column":4},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
987¿FunctionExpression¿¿1185¿anon¿¿¿{"start":{"line":75,"column":28},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿FunctionExpression
988¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":75,"column":37},"end":{"line":75,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
989¿VariableDeclarator¿¿1213¿v109¿¿¿{"start":{"line":76,"column":5},"end":{"line":76,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
990¿CallExpression¿¿1213¿¿¿¿{"start":{"line":76,"column":5},"end":{"line":76,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
991¿Identifier¿¿1213¿fileNotExistsSync¿¿¿{"start":{"line":76,"column":5},"end":{"line":76,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
992¿Identifier¿¿1213¿commandName¿¿¿{"start":{"line":76,"column":23},"end":{"line":76,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
993¿IfStatement¿¿1213¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":86,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿IfStatement
994¿Identifier¿¿1213¿v109¿¿¿¿¿Identifier
995¿TryStatement¿¿1213¿¿¿¿{"start":{"line":77,"column":6},"end":{"line":85,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿TryStatement
996¿VariableDeclarator¿¿1213¿v110¿¿¿{"start":{"line":78,"column":30},"end":{"line":78,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
997¿BinaryExpression¿+¿1213¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":78,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BinaryExpression
998¿Literal¿string¿1213¿¿'command -v '¿¿{"start":{"line":78,"column":30},"end":{"line":78,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
999¿Identifier¿¿1213¿commandName¿¿¿{"start":{"line":78,"column":46},"end":{"line":78,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1000¿VariableDeclarator¿¿1213¿v111¿¿¿{"start":{"line":78,"column":30},"end":{"line":79,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1001¿BinaryExpression¿+¿1213¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":79,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BinaryExpression
1002¿Identifier¿¿1213¿v110¿¿¿¿¿Identifier
1003¿Literal¿string¿1213¿¿' 2>/dev/null'¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
1004¿VariableDeclarator¿¿1213¿v112¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1005¿BinaryExpression¿+¿1213¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BinaryExpression
1006¿Identifier¿¿1213¿v111¿¿¿¿¿Identifier
1007¿Literal¿string¿1213¿¿' && { echo >&1 \''¿¿{"start":{"line":80,"column":14},"end":{"line":80,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
1008¿VariableDeclarator¿¿1213¿v113¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1009¿BinaryExpression¿+¿1213¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BinaryExpression
1010¿Identifier¿¿1213¿v112¿¿¿¿¿Identifier
1011¿Identifier¿¿1213¿commandName¿¿¿{"start":{"line":80,"column":36},"end":{"line":80,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1012¿VariableDeclarator¿¿1213¿v114¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1013¿BinaryExpression¿+¿1213¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BinaryExpression
1014¿Identifier¿¿1213¿v113¿¿¿¿¿Identifier
1015¿Literal¿string¿1213¿¿' found\'; exit 0; }'¿¿{"start":{"line":80,"column":50},"end":{"line":80,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
1016¿VariableDeclarator¿¿1213¿stdout¿¿¿{"start":{"line":78,"column":12},"end":{"line":81,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1017¿CallExpression¿¿1213¿¿¿¿{"start":{"line":78,"column":21},"end":{"line":81,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
1018¿Identifier¿¿1213¿execSync¿¿¿{"start":{"line":78,"column":21},"end":{"line":78,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1019¿Identifier¿¿1213¿v114¿¿¿¿¿Identifier
1020¿VariableDeclarator¿¿1213¿v115¿¿¿{"start":{"line":82,"column":16},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1021¿UnaryExpression¿!¿1213¿¿¿¿{"start":{"line":82,"column":16},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿UnaryExpression
1022¿Identifier¿¿1213¿stdout¿¿¿{"start":{"line":82,"column":17},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1023¿VariableDeclarator¿¿1213¿v116¿¿¿{"start":{"line":82,"column":15},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1024¿UnaryExpression¿!¿1213¿¿¿¿{"start":{"line":82,"column":15},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿UnaryExpression
1025¿Identifier¿¿1213¿v115¿¿¿¿¿Identifier
1026¿ReturnStatement¿¿1213¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ReturnStatement
1027¿Identifier¿¿1213¿v116¿¿¿¿¿Identifier
1028¿BlockStatement¿¿1213¿¿¿¿{"start":{"line":77,"column":10},"end":{"line":83,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1029¿CatchClause¿¿1213¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":85,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CatchClause
1030¿ReturnStatement¿¿1213¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ReturnStatement
1031¿Literal¿boolean¿1213¿¿false¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
1032¿BlockStatement¿¿1213¿¿¿¿{"start":{"line":83,"column":22},"end":{"line":85,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1033¿Identifier¿¿1213¿error¿¿¿{"start":{"line":83,"column":15},"end":{"line":83,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1034¿BlockStatement¿¿1213¿¿¿¿{"start":{"line":76,"column":36},"end":{"line":86,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1035¿VariableDeclarator¿¿1213¿v117¿¿¿{"start":{"line":88,"column":9},"end":{"line":88,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1036¿CallExpression¿¿1213¿¿¿¿{"start":{"line":88,"column":9},"end":{"line":88,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
1037¿Identifier¿¿1213¿localExecutableSync¿¿¿{"start":{"line":88,"column":9},"end":{"line":88,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1038¿Identifier¿¿1213¿commandName¿¿¿{"start":{"line":88,"column":29},"end":{"line":88,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1039¿ReturnStatement¿¿1213¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ReturnStatement
1040¿Identifier¿¿1213¿v117¿¿¿¿¿Identifier
1041¿BlockStatement¿¿1213¿¿¿¿{"start":{"line":75,"column":50},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1042¿VariableDeclarator¿¿1185¿commandExistsWindowsSync¿¿¿{"start":{"line":92,"column":4},"end":{"line":99,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1043¿FunctionExpression¿¿1185¿anon¿¿¿{"start":{"line":92,"column":31},"end":{"line":99,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿FunctionExpression
1044¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":92,"column":40},"end":{"line":92,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1045¿Identifier¿¿0¿callback¿¿¿{"start":{"line":92,"column":53},"end":{"line":92,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1046¿TryStatement¿¿1217¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":98,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿TryStatement
1047¿VariableDeclarator¿¿1217¿v118¿¿¿{"start":{"line":94,"column":28},"end":{"line":94,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1048¿BinaryExpression¿+¿1217¿¿¿¿{"start":{"line":94,"column":28},"end":{"line":94,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BinaryExpression
1049¿Literal¿string¿1217¿¿'where '¿¿{"start":{"line":94,"column":28},"end":{"line":94,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
1050¿Identifier¿¿1217¿commandName¿¿¿{"start":{"line":94,"column":39},"end":{"line":94,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1051¿VariableDeclarator¿¿1217¿stdout¿¿¿{"start":{"line":94,"column":10},"end":{"line":94,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1052¿CallExpression¿¿1217¿¿¿¿{"start":{"line":94,"column":19},"end":{"line":94,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
1053¿Identifier¿¿1217¿execSync¿¿¿{"start":{"line":94,"column":19},"end":{"line":94,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1054¿Identifier¿¿1217¿v118¿¿¿¿¿Identifier
1055¿VariableDeclarator¿¿1217¿v119¿¿¿{"start":{"line":95,"column":14},"end":{"line":95,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1056¿UnaryExpression¿!¿1217¿¿¿¿{"start":{"line":95,"column":14},"end":{"line":95,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿UnaryExpression
1057¿Identifier¿¿1217¿stdout¿¿¿{"start":{"line":95,"column":15},"end":{"line":95,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1058¿VariableDeclarator¿¿1217¿v120¿¿¿{"start":{"line":95,"column":13},"end":{"line":95,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1059¿UnaryExpression¿!¿1217¿¿¿¿{"start":{"line":95,"column":13},"end":{"line":95,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿UnaryExpression
1060¿Identifier¿¿1217¿v119¿¿¿¿¿Identifier
1061¿ReturnStatement¿¿1217¿¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ReturnStatement
1062¿Identifier¿¿1217¿v120¿¿¿¿¿Identifier
1063¿BlockStatement¿¿1217¿¿¿¿{"start":{"line":93,"column":6},"end":{"line":96,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1064¿CatchClause¿¿1217¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":98,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CatchClause
1065¿ReturnStatement¿¿1217¿¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ReturnStatement
1066¿Literal¿boolean¿1217¿¿false¿¿{"start":{"line":97,"column":13},"end":{"line":97,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
1067¿BlockStatement¿¿1217¿¿¿¿{"start":{"line":96,"column":18},"end":{"line":98,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1068¿Identifier¿¿1217¿error¿¿¿{"start":{"line":96,"column":11},"end":{"line":96,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1069¿BlockStatement¿¿1217¿¿¿¿{"start":{"line":92,"column":63},"end":{"line":99,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1070¿VariableDeclarator¿exported¿1185¿commandExists¿¿¿{"start":{"line":101,"column":0},"end":{"line":118,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1071¿FunctionExpression¿¿1185¿anon¿¿¿{"start":{"line":101,"column":17},"end":{"line":118,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿FunctionExpression
1072¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":101,"column":40},"end":{"line":101,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1073¿Identifier¿¿0¿callback¿¿¿{"start":{"line":101,"column":53},"end":{"line":101,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1074¿VariableDeclarator¿¿1220¿v121¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1075¿UnaryExpression¿!¿1220¿¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿UnaryExpression
1076¿Identifier¿¿1220¿callback¿¿¿{"start":{"line":102,"column":7},"end":{"line":102,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1077¿VariableDeclarator¿¿1220¿v122¿¿¿{"start":{"line":102,"column":19},"end":{"line":102,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1078¿UnaryExpression¿typeof¿1220¿¿¿¿{"start":{"line":102,"column":19},"end":{"line":102,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿UnaryExpression
1079¿Identifier¿¿1220¿Promise¿¿¿{"start":{"line":102,"column":26},"end":{"line":102,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1080¿VariableDeclarator¿¿1220¿v123¿¿¿{"start":{"line":102,"column":19},"end":{"line":102,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1081¿BinaryExpression¿!==¿1220¿¿¿¿{"start":{"line":102,"column":19},"end":{"line":102,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BinaryExpression
1082¿Identifier¿¿1220¿v122¿¿¿¿¿Identifier
1083¿Literal¿string¿1220¿¿'undefined'¿¿{"start":{"line":102,"column":38},"end":{"line":102,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
1084¿VariableDeclarator¿¿1220¿v124¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1085¿LogicalExpression¿&&¿1220¿¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿LogicalExpression
1086¿Identifier¿¿1220¿v121¿¿¿¿¿Identifier
1087¿Identifier¿¿1220¿v123¿¿¿¿¿Identifier
1088¿IfStatement¿¿1220¿¿¿¿{"start":{"line":102,"column":2},"end":{"line":112,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿IfStatement
1089¿Identifier¿¿1220¿v124¿¿¿¿¿Identifier
1090¿VariableDeclarator¿¿1220¿v129¿¿¿{"start":{"line":103,"column":23},"end":{"line":111,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1091¿FunctionExpression¿¿1220¿anon¿¿¿{"start":{"line":103,"column":23},"end":{"line":111,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿FunctionExpression
1092¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":103,"column":32},"end":{"line":103,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1093¿Identifier¿¿0¿reject¿¿¿{"start":{"line":103,"column":41},"end":{"line":103,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1094¿VariableDeclarator¿¿1222¿v127¿¿¿{"start":{"line":104,"column":33},"end":{"line":110,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1095¿FunctionExpression¿¿1222¿anon¿¿¿{"start":{"line":104,"column":33},"end":{"line":110,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿FunctionExpression
1096¿Identifier¿¿0¿error¿¿¿{"start":{"line":104,"column":42},"end":{"line":104,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1097¿Identifier¿¿0¿output¿¿¿{"start":{"line":104,"column":49},"end":{"line":104,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1098¿IfStatement¿¿1224¿¿¿¿{"start":{"line":105,"column":8},"end":{"line":109,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿IfStatement
1099¿Identifier¿¿1224¿output¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1100¿VariableDeclarator¿¿1224¿v125¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1101¿CallExpression¿¿1224¿¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
1102¿Identifier¿¿1224¿resolve¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1103¿Identifier¿¿1224¿commandName¿¿¿{"start":{"line":106,"column":18},"end":{"line":106,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1104¿ExpressionStatement¿¿1224¿¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ExpressionStatement
1105¿Identifier¿¿1224¿v125¿¿¿¿¿Identifier
1106¿BlockStatement¿¿1224¿¿¿¿{"start":{"line":105,"column":20},"end":{"line":107,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1107¿VariableDeclarator¿¿1224¿v126¿¿¿{"start":{"line":108,"column":10},"end":{"line":108,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1108¿CallExpression¿¿1224¿¿¿¿{"start":{"line":108,"column":10},"end":{"line":108,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
1109¿Identifier¿¿1224¿reject¿¿¿{"start":{"line":108,"column":10},"end":{"line":108,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1110¿Identifier¿¿1224¿error¿¿¿{"start":{"line":108,"column":17},"end":{"line":108,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1111¿ExpressionStatement¿¿1224¿¿¿¿{"start":{"line":108,"column":10},"end":{"line":108,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ExpressionStatement
1112¿Identifier¿¿1224¿v126¿¿¿¿¿Identifier
1113¿BlockStatement¿¿1224¿¿¿¿{"start":{"line":107,"column":15},"end":{"line":109,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1114¿BlockStatement¿¿1224¿¿¿¿{"start":{"line":104,"column":56},"end":{"line":110,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1115¿VariableDeclarator¿¿1222¿v128¿¿¿{"start":{"line":104,"column":6},"end":{"line":110,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1116¿CallExpression¿¿1222¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":110,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
1117¿Identifier¿¿1222¿commandExists¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
