Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
900¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":124,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Program
1181¿CallExpression¿¿1576¿¿¿¿{"start":{"line":47,"column":17},"end":{"line":47,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1182¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":47,"column":17},"end":{"line":47,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1183¿Identifier¿¿1576¿Utility¿¿¿{"start":{"line":47,"column":17},"end":{"line":47,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1184¿Identifier¿¿1576¿statusString¿¿¿{"start":{"line":47,"column":25},"end":{"line":47,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1185¿Literal¿number¿1576¿¿500¿¿{"start":{"line":47,"column":38},"end":{"line":47,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Literal
1186¿VariableDeclarator¿¿1576¿v98¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1187¿CallExpression¿¿1576¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1188¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1189¿Identifier¿¿1576¿response¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1190¿Identifier¿¿1576¿writeHead¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1191¿Literal¿number¿1576¿¿500¿¿{"start":{"line":49,"column":21},"end":{"line":49,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Literal
1192¿Identifier¿¿1576¿header¿¿¿{"start":{"line":49,"column":26},"end":{"line":49,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1193¿ExpressionStatement¿¿1576¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1194¿Identifier¿¿1576¿v98¿¿¿¿¿Identifier
1195¿VariableDeclarator¿¿1576¿v99¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1196¿CallExpression¿¿1576¿¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1197¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1198¿Identifier¿¿1576¿response¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1199¿Identifier¿¿1576¿end¿¿¿{"start":{"line":50,"column":11},"end":{"line":50,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1200¿Identifier¿¿1576¿result¿¿¿{"start":{"line":50,"column":15},"end":{"line":50,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1201¿ExpressionStatement¿¿1576¿¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1202¿Identifier¿¿1576¿v99¿¿¿¿¿Identifier
1203¿VariableDeclarator¿¿1576¿v100¿¿¿{"start":{"line":52,"column":2},"end":{"line":52,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1204¿CallExpression¿¿1576¿¿¿¿{"start":{"line":52,"column":2},"end":{"line":52,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1205¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":52,"column":2},"end":{"line":52,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1206¿Identifier¿¿1576¿self¿¿¿{"start":{"line":52,"column":2},"end":{"line":52,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1207¿Identifier¿¿1576¿emit¿¿¿{"start":{"line":52,"column":7},"end":{"line":52,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1208¿Literal¿string¿1576¿¿'error'¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Literal
1209¿Identifier¿¿1576¿error¿¿¿{"start":{"line":52,"column":21},"end":{"line":52,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1210¿ExpressionStatement¿¿1576¿¿¿¿{"start":{"line":52,"column":2},"end":{"line":52,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1211¿Identifier¿¿1576¿v100¿¿¿¿¿Identifier
1212¿BlockStatement¿¿1576¿¿¿¿{"start":{"line":45,"column":17},"end":{"line":53,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BlockStatement
1213¿Identifier¿¿1576¿error¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1214¿BlockStatement¿¿1576¿¿¿¿{"start":{"line":23,"column":60},"end":{"line":54,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BlockStatement
1215¿ExpressionStatement¿¿1572¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":54,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1216¿AssignmentExpression¿=¿1572¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":54,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿AssignmentExpression
1217¿MemberExpression¿¿1572¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":23,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1218¿Identifier¿¿1572¿v86¿¿¿¿¿Identifier
1219¿Identifier¿¿1572¿setup¿¿¿{"start":{"line":23,"column":17},"end":{"line":23,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1220¿Identifier¿¿1572¿v101¿¿¿¿¿Identifier
1221¿VariableDeclarator¿¿1572¿v102¿¿¿{"start":{"line":56,"column":0},"end":{"line":56,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1222¿MemberExpression¿¿1572¿¿¿¿{"start":{"line":56,"column":0},"end":{"line":56,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1223¿Identifier¿¿1572¿Server¿¿¿{"start":{"line":56,"column":0},"end":{"line":56,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1224¿Identifier¿¿1572¿prototype¿¿¿{"start":{"line":56,"column":7},"end":{"line":56,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1225¿VariableDeclarator¿¿1572¿v125¿¿¿{"start":{"line":56,"column":0},"end":{"line":95,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1226¿FunctionExpression¿¿1572¿anon¿¿¿{"start":{"line":56,"column":27},"end":{"line":95,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿FunctionExpression
1227¿Identifier¿¿0¿request¿¿¿{"start":{"line":56,"column":43},"end":{"line":56,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1228¿Identifier¿¿0¿response¿¿¿{"start":{"line":56,"column":52},"end":{"line":56,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1229¿Identifier¿¿0¿data¿¿¿{"start":{"line":56,"column":62},"end":{"line":56,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1230¿VariableDeclarator¿¿1579¿self¿¿¿{"start":{"line":57,"column":7},"end":{"line":57,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1231¿ThisExpression¿¿1579¿¿¿¿{"start":{"line":57,"column":14},"end":{"line":57,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ThisExpression
1232¿VariableDeclarator¿¿1579¿v103¿¿¿{"start":{"line":59,"column":5},"end":{"line":59,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1233¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":59,"column":5},"end":{"line":59,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1234¿Identifier¿¿1579¿data¿¿¿{"start":{"line":59,"column":5},"end":{"line":59,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1235¿Identifier¿¿1579¿code¿¿¿{"start":{"line":59,"column":10},"end":{"line":59,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1236¿VariableDeclarator¿¿1579¿v104¿¿¿{"start":{"line":59,"column":5},"end":{"line":59,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1237¿BinaryExpression¿===¿1579¿¿¿¿{"start":{"line":59,"column":5},"end":{"line":59,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BinaryExpression
1238¿Identifier¿¿1579¿v103¿¿¿¿¿Identifier
1239¿Literal¿number¿1579¿¿200¿¿{"start":{"line":59,"column":19},"end":{"line":59,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Literal
1240¿IfStatement¿¿1579¿¿¿¿{"start":{"line":59,"column":1},"end":{"line":93,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿IfStatement
1241¿Identifier¿¿1579¿v104¿¿¿¿¿Identifier
1242¿VariableDeclarator¿¿1579¿v105¿¿¿{"start":{"line":60,"column":37},"end":{"line":60,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1243¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":60,"column":37},"end":{"line":60,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1244¿Identifier¿¿1579¿data¿¿¿{"start":{"line":60,"column":37},"end":{"line":60,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1245¿Identifier¿¿1579¿path¿¿¿{"start":{"line":60,"column":42},"end":{"line":60,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1246¿VariableDeclarator¿¿1579¿stream¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1247¿CallExpression¿¿1579¿¿¿¿{"start":{"line":60,"column":17},"end":{"line":60,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1248¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":60,"column":17},"end":{"line":60,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1249¿Identifier¿¿1579¿Fs¿¿¿{"start":{"line":60,"column":17},"end":{"line":60,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1250¿Identifier¿¿1579¿createReadStream¿¿¿{"start":{"line":60,"column":20},"end":{"line":60,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1251¿Identifier¿¿1579¿v105¿¿¿¿¿Identifier
1252¿VariableDeclarator¿¿1579¿v109¿¿¿{"start":{"line":62,"column":21},"end":{"line":70,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1253¿FunctionExpression¿¿1579¿anon¿¿¿{"start":{"line":62,"column":21},"end":{"line":70,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿FunctionExpression
1254¿Identifier¿¿0¿error¿¿¿{"start":{"line":62,"column":31},"end":{"line":62,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1255¿VariableDeclarator¿¿1581¿header¿¿¿{"start":{"line":63,"column":9},"end":{"line":63,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1256¿CallExpression¿¿1581¿¿¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1257¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1258¿Identifier¿¿1581¿Utility¿¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1259¿Identifier¿¿1581¿createHeader¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1260¿Identifier¿¿1581¿data¿¿¿{"start":{"line":63,"column":39},"end":{"line":63,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1261¿VariableDeclarator¿¿1581¿result¿¿¿{"start":{"line":64,"column":9},"end":{"line":64,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1262¿CallExpression¿¿1581¿¿¿¿{"start":{"line":64,"column":18},"end":{"line":64,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1263¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":64,"column":18},"end":{"line":64,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1264¿Identifier¿¿1581¿Utility¿¿¿{"start":{"line":64,"column":18},"end":{"line":64,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1265¿Identifier¿¿1581¿statusString¿¿¿{"start":{"line":64,"column":26},"end":{"line":64,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1266¿Literal¿number¿1581¿¿500¿¿{"start":{"line":64,"column":39},"end":{"line":64,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Literal
1267¿VariableDeclarator¿¿1581¿v106¿¿¿{"start":{"line":66,"column":3},"end":{"line":66,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1268¿CallExpression¿¿1581¿¿¿¿{"start":{"line":66,"column":3},"end":{"line":66,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1269¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":66,"column":3},"end":{"line":66,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1270¿Identifier¿¿1581¿response¿¿¿{"start":{"line":66,"column":3},"end":{"line":66,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1271¿Identifier¿¿1581¿writeHead¿¿¿{"start":{"line":66,"column":12},"end":{"line":66,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1272¿Literal¿number¿1581¿¿500¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Literal
1273¿Identifier¿¿1581¿header¿¿¿{"start":{"line":66,"column":27},"end":{"line":66,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1274¿ExpressionStatement¿¿1581¿¿¿¿{"start":{"line":66,"column":3},"end":{"line":66,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1275¿Identifier¿¿1581¿v106¿¿¿¿¿Identifier
1276¿VariableDeclarator¿¿1581¿v107¿¿¿{"start":{"line":67,"column":3},"end":{"line":67,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1277¿CallExpression¿¿1581¿¿¿¿{"start":{"line":67,"column":3},"end":{"line":67,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1278¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":67,"column":3},"end":{"line":67,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1279¿Identifier¿¿1581¿response¿¿¿{"start":{"line":67,"column":3},"end":{"line":67,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1280¿Identifier¿¿1581¿end¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1281¿Identifier¿¿1581¿result¿¿¿{"start":{"line":67,"column":16},"end":{"line":67,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1282¿ExpressionStatement¿¿1581¿¿¿¿{"start":{"line":67,"column":3},"end":{"line":67,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1283¿Identifier¿¿1581¿v107¿¿¿¿¿Identifier
1284¿VariableDeclarator¿¿1581¿v108¿¿¿{"start":{"line":69,"column":3},"end":{"line":69,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1285¿CallExpression¿¿1581¿¿¿¿{"start":{"line":69,"column":3},"end":{"line":69,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1286¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":69,"column":3},"end":{"line":69,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1287¿Identifier¿¿1581¿self¿¿¿{"start":{"line":69,"column":3},"end":{"line":69,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1288¿Identifier¿¿1581¿emit¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1289¿Literal¿string¿1581¿¿'error'¿¿{"start":{"line":69,"column":13},"end":{"line":69,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Literal
1290¿Identifier¿¿1581¿error¿¿¿{"start":{"line":69,"column":22},"end":{"line":69,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1291¿ExpressionStatement¿¿1581¿¿¿¿{"start":{"line":69,"column":3},"end":{"line":69,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1292¿Identifier¿¿1581¿v108¿¿¿¿¿Identifier
1293¿BlockStatement¿¿1581¿¿¿¿{"start":{"line":62,"column":38},"end":{"line":70,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BlockStatement
1294¿VariableDeclarator¿¿1579¿v110¿¿¿{"start":{"line":62,"column":2},"end":{"line":70,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1295¿CallExpression¿¿1579¿¿¿¿{"start":{"line":62,"column":2},"end":{"line":70,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1296¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1297¿Identifier¿¿1579¿stream¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1298¿Identifier¿¿1579¿on¿¿¿{"start":{"line":62,"column":9},"end":{"line":62,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1299¿Literal¿string¿1579¿¿'error'¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Literal
1300¿Identifier¿¿1579¿v109¿¿¿¿¿Identifier
1301¿ExpressionStatement¿¿1579¿¿¿¿{"start":{"line":62,"column":2},"end":{"line":70,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1302¿Identifier¿¿1579¿v110¿¿¿¿¿Identifier
1303¿VariableDeclarator¿¿1579¿v112¿¿¿{"start":{"line":72,"column":20},"end":{"line":75,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1304¿FunctionExpression¿¿1579¿anon¿¿¿{"start":{"line":72,"column":20},"end":{"line":75,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿FunctionExpression
1305¿VariableDeclarator¿¿1583¿header¿¿¿{"start":{"line":73,"column":9},"end":{"line":73,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1306¿CallExpression¿¿1583¿¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1307¿MemberExpression¿¿1583¿¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1308¿Identifier¿¿1583¿Utility¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1309¿Identifier¿¿1583¿createHeader¿¿¿{"start":{"line":73,"column":26},"end":{"line":73,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1310¿Identifier¿¿1583¿data¿¿¿{"start":{"line":73,"column":39},"end":{"line":73,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1311¿VariableDeclarator¿¿1583¿v111¿¿¿{"start":{"line":74,"column":3},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1312¿CallExpression¿¿1583¿¿¿¿{"start":{"line":74,"column":3},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1313¿MemberExpression¿¿1583¿¿¿¿{"start":{"line":74,"column":3},"end":{"line":74,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1314¿Identifier¿¿1583¿response¿¿¿{"start":{"line":74,"column":3},"end":{"line":74,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1315¿Identifier¿¿1583¿writeHead¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1316¿Literal¿number¿1583¿¿200¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Literal
1317¿Identifier¿¿1583¿header¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1318¿ExpressionStatement¿¿1583¿¿¿¿{"start":{"line":74,"column":3},"end":{"line":74,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1319¿Identifier¿¿1583¿v111¿¿¿¿¿Identifier
1320¿BlockStatement¿¿1583¿¿¿¿{"start":{"line":72,"column":32},"end":{"line":75,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BlockStatement
1321¿VariableDeclarator¿¿1579¿v113¿¿¿{"start":{"line":72,"column":2},"end":{"line":75,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1322¿CallExpression¿¿1579¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":75,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
