Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6836¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":766,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Program
9538¿VariableDeclarator¿¿v1210¿¿¿¿¿VariableDeclarator
9539¿CallExpression¿¿¿¿¿{"start":{"line":380,"column":8},"end":{"line":380,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9540¿Identifier¿¿setKey¿¿¿{"start":{"line":380,"column":8},"end":{"line":380,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9541¿Identifier¿¿argv¿¿¿{"start":{"line":380,"column":15},"end":{"line":380,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9542¿Identifier¿¿x¿¿¿{"start":{"line":380,"column":21},"end":{"line":380,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9543¿Identifier¿¿value¿¿¿{"start":{"line":380,"column":24},"end":{"line":380,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9544¿ExpressionStatement¿¿¿¿¿{"start":{"line":380,"column":8},"end":{"line":380,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
9545¿Identifier¿¿v1210¿¿¿¿¿Identifier
9546¿BlockStatement¿¿¿¿¿{"start":{"line":372,"column":63},"end":{"line":381,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
9547¿VariableDeclarator¿¿v1212¿¿¿¿¿VariableDeclarator
9548¿CallExpression¿¿¿¿¿{"start":{"line":372,"column":7},"end":{"line":381,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9549¿MemberExpression¿¿¿¿¿{"start":{"line":372,"column":7},"end":{"line":372,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9550¿Identifier¿¿v1207¿¿¿¿¿Identifier
9551¿Identifier¿¿forEach¿¿¿{"start":{"line":372,"column":42},"end":{"line":372,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9552¿Identifier¿¿v1211¿¿¿¿¿Identifier
9553¿ExpressionStatement¿¿¿¿¿{"start":{"line":372,"column":7},"end":{"line":381,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
9554¿Identifier¿¿v1212¿¿¿¿¿Identifier
9555¿BlockStatement¿¿¿¿¿{"start":{"line":371,"column":62},"end":{"line":382,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
9556¿VariableDeclarator¿¿v1213¿¿¿¿¿VariableDeclarator
9557¿MemberExpression¿¿¿¿¿{"start":{"line":385,"column":29},"end":{"line":385,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9558¿Identifier¿¿flags¿¿¿{"start":{"line":385,"column":29},"end":{"line":385,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9559¿Identifier¿¿normalize¿¿¿{"start":{"line":385,"column":35},"end":{"line":385,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9560¿VariableDeclarator¿¿v1214¿¿¿¿¿VariableDeclarator
9561¿CallExpression¿¿¿¿¿{"start":{"line":385,"column":8},"end":{"line":385,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9562¿Identifier¿¿checkAllAliases¿¿¿{"start":{"line":385,"column":8},"end":{"line":385,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9563¿Identifier¿¿key¿¿¿{"start":{"line":385,"column":24},"end":{"line":385,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9564¿Identifier¿¿v1213¿¿¿¿¿Identifier
9565¿VariableDeclarator¿¿v1215¿¿¿¿¿VariableDeclarator
9566¿MemberExpression¿¿¿¿¿{"start":{"line":385,"column":71},"end":{"line":385,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9567¿Identifier¿¿flags¿¿¿{"start":{"line":385,"column":71},"end":{"line":385,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9568¿Identifier¿¿arrays¿¿¿{"start":{"line":385,"column":77},"end":{"line":385,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9569¿VariableDeclarator¿¿v1216¿¿¿¿¿VariableDeclarator
9570¿CallExpression¿¿¿¿¿{"start":{"line":385,"column":50},"end":{"line":385,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9571¿Identifier¿¿checkAllAliases¿¿¿{"start":{"line":385,"column":50},"end":{"line":385,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9572¿Identifier¿¿key¿¿¿{"start":{"line":385,"column":66},"end":{"line":385,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9573¿Identifier¿¿v1215¿¿¿¿¿Identifier
9574¿VariableDeclarator¿¿v1217¿¿¿¿¿VariableDeclarator
9575¿UnaryExpression¿!¿¿¿¿{"start":{"line":385,"column":49},"end":{"line":385,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿UnaryExpression
9576¿Identifier¿¿v1216¿¿¿¿¿Identifier
9577¿VariableDeclarator¿¿v1218¿¿¿¿¿VariableDeclarator
9578¿LogicalExpression¿&&¿¿¿¿{"start":{"line":385,"column":8},"end":{"line":385,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿LogicalExpression
9579¿Identifier¿¿v1214¿¿¿¿¿Identifier
9580¿Identifier¿¿v1217¿¿¿¿¿Identifier
9581¿IfStatement¿¿¿¿¿{"start":{"line":385,"column":4},"end":{"line":396,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿IfStatement
9582¿Identifier¿¿v1218¿¿¿¿¿Identifier
9583¿VariableDeclarator¿¿v1219¿¿¿¿¿VariableDeclarator
9584¿ArrayExpression¿¿¿¿¿{"start":{"line":386,"column":17},"end":{"line":386,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ArrayExpression
9585¿Identifier¿¿key¿¿¿{"start":{"line":386,"column":18},"end":{"line":386,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9586¿VariableDeclarator¿¿v1220¿¿¿¿¿VariableDeclarator
9587¿MemberExpression¿¿¿¿¿{"start":{"line":386,"column":30},"end":{"line":386,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9588¿Identifier¿¿flags¿¿¿{"start":{"line":386,"column":30},"end":{"line":386,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9589¿Identifier¿¿aliases¿¿¿{"start":{"line":386,"column":36},"end":{"line":386,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9590¿VariableDeclarator¿¿v1221¿¿¿¿¿VariableDeclarator
9591¿MemberExpression¿computed¿¿¿¿{"start":{"line":386,"column":30},"end":{"line":386,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9592¿Identifier¿¿v1220¿¿¿¿¿Identifier
9593¿Identifier¿¿key¿¿¿{"start":{"line":386,"column":44},"end":{"line":386,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9594¿VariableDeclarator¿¿v1222¿¿¿¿¿VariableDeclarator
9595¿ArrayExpression¿¿¿¿¿{"start":{"line":386,"column":52},"end":{"line":386,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ArrayExpression
9596¿VariableDeclarator¿¿v1223¿¿¿¿¿VariableDeclarator
9597¿LogicalExpression¿||¿¿¿¿{"start":{"line":386,"column":30},"end":{"line":386,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿LogicalExpression
9598¿Identifier¿¿v1221¿¿¿¿¿Identifier
9599¿Identifier¿¿v1222¿¿¿¿¿Identifier
9600¿VariableDeclarator¿¿keys¿¿¿{"start":{"line":386,"column":10},"end":{"line":386,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿VariableDeclarator
9601¿CallExpression¿¿¿¿¿{"start":{"line":386,"column":17},"end":{"line":386,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9602¿MemberExpression¿¿¿¿¿{"start":{"line":386,"column":17},"end":{"line":386,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9603¿Identifier¿¿v1219¿¿¿¿¿Identifier
9604¿Identifier¿¿concat¿¿¿{"start":{"line":386,"column":23},"end":{"line":386,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9605¿Identifier¿¿v1223¿¿¿¿¿Identifier
9606¿VariableDeclarator¿¿v1232¿¿¿¿¿VariableDeclarator
9607¿FunctionExpression¿¿anon¿¿¿{"start":{"line":387,"column":19},"end":{"line":395,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿FunctionExpression
9608¿Identifier¿¿key¿¿¿{"start":{"line":387,"column":29},"end":{"line":387,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9609¿VariableDeclarator¿¿v1224¿¿¿¿¿VariableDeclarator
9610¿FunctionExpression¿¿anon¿¿¿{"start":{"line":388,"column":35},"end":{"line":390,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿FunctionExpression
9611¿Identifier¿¿v¿¿¿{"start":{"line":388,"column":45},"end":{"line":388,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9612¿ExpressionStatement¿¿¿¿¿{"start":{"line":389,"column":10},"end":{"line":389,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
9613¿AssignmentExpression¿=¿¿¿¿{"start":{"line":389,"column":10},"end":{"line":389,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
9614¿Identifier¿¿val¿¿¿{"start":{"line":389,"column":10},"end":{"line":389,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9615¿CallExpression¿¿¿¿¿{"start":{"line":389,"column":16},"end":{"line":389,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9616¿MemberExpression¿¿¿¿¿{"start":{"line":389,"column":16},"end":{"line":389,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9617¿Identifier¿¿path¿¿¿{"start":{"line":389,"column":16},"end":{"line":389,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9618¿Identifier¿¿normalize¿¿¿{"start":{"line":389,"column":21},"end":{"line":389,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9619¿Identifier¿¿v¿¿¿{"start":{"line":389,"column":31},"end":{"line":389,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9620¿BlockStatement¿¿¿¿¿{"start":{"line":388,"column":48},"end":{"line":390,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
9621¿VariableDeclarator¿¿v1225¿¿¿¿¿VariableDeclarator
9622¿CallExpression¿¿¿¿¿{"start":{"line":388,"column":8},"end":{"line":390,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9623¿MemberExpression¿¿¿¿¿{"start":{"line":388,"column":8},"end":{"line":388,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9624¿Identifier¿¿argv¿¿¿{"start":{"line":388,"column":8},"end":{"line":388,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9625¿Identifier¿¿__defineSetter__¿¿¿{"start":{"line":388,"column":13},"end":{"line":388,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9626¿Identifier¿¿key¿¿¿{"start":{"line":388,"column":30},"end":{"line":388,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9627¿Identifier¿¿v1224¿¿¿¿¿Identifier
9628¿ExpressionStatement¿¿¿¿¿{"start":{"line":388,"column":8},"end":{"line":390,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
9629¿Identifier¿¿v1225¿¿¿¿¿Identifier
9630¿VariableDeclarator¿¿v1230¿¿¿¿¿VariableDeclarator
9631¿FunctionExpression¿¿anon¿¿¿{"start":{"line":392,"column":35},"end":{"line":394,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿FunctionExpression
9632¿VariableDeclarator¿¿v1226¿¿¿¿¿VariableDeclarator
9633¿UnaryExpression¿typeof¿¿¿¿{"start":{"line":393,"column":17},"end":{"line":393,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿UnaryExpression
9634¿Identifier¿¿val¿¿¿{"start":{"line":393,"column":24},"end":{"line":393,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9635¿VariableDeclarator¿¿v1227¿¿¿¿¿VariableDeclarator
9636¿BinaryExpression¿===¿¿¿¿{"start":{"line":393,"column":17},"end":{"line":393,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BinaryExpression
9637¿Identifier¿¿v1226¿¿¿¿¿Identifier
9638¿Literal¿string¿¿'string'¿¿{"start":{"line":393,"column":32},"end":{"line":393,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
9639¿VariableDeclarator¿¿v1228¿¿¿¿¿VariableDeclarator
9640¿CallExpression¿¿¿¿¿{"start":{"line":393,"column":43},"end":{"line":393,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9641¿MemberExpression¿¿¿¿¿{"start":{"line":393,"column":43},"end":{"line":393,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9642¿Identifier¿¿path¿¿¿{"start":{"line":393,"column":43},"end":{"line":393,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9643¿Identifier¿¿normalize¿¿¿{"start":{"line":393,"column":48},"end":{"line":393,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9644¿Identifier¿¿val¿¿¿{"start":{"line":393,"column":58},"end":{"line":393,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9645¿VariableDeclarator¿¿v1229¿¿¿¿¿VariableDeclarator
9646¿IfStatement¿¿¿¿¿{"start":{"line":393,"column":17},"end":{"line":393,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿IfStatement
9647¿Identifier¿¿v1227¿¿¿¿¿Identifier
9648¿ExpressionStatement¿¿¿¿¿{"start":{"line":393,"column":17},"end":{"line":393,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
9649¿AssignmentExpression¿=¿¿¿¿{"start":{"line":393,"column":17},"end":{"line":393,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
9650¿Identifier¿¿v1229¿¿¿¿¿Identifier
9651¿Identifier¿¿v1228¿¿¿¿¿Identifier
9652¿BlockStatement¿¿¿¿¿¿¿BlockStatement
9653¿ExpressionStatement¿¿¿¿¿{"start":{"line":393,"column":17},"end":{"line":393,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
9654¿AssignmentExpression¿=¿¿¿¿{"start":{"line":393,"column":17},"end":{"line":393,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
9655¿Identifier¿¿v1229¿¿¿¿¿Identifier
9656¿Identifier¿¿val¿¿¿{"start":{"line":393,"column":65},"end":{"line":393,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9657¿BlockStatement¿¿¿¿¿¿¿BlockStatement
9658¿ReturnStatement¿¿¿¿¿{"start":{"line":393,"column":10},"end":{"line":393,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ReturnStatement
9659¿Identifier¿¿v1229¿¿¿¿¿Identifier
9660¿BlockStatement¿¿¿¿¿{"start":{"line":392,"column":47},"end":{"line":394,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
9661¿VariableDeclarator¿¿v1231¿¿¿¿¿VariableDeclarator
9662¿CallExpression¿¿¿¿¿{"start":{"line":392,"column":8},"end":{"line":394,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9663¿MemberExpression¿¿¿¿¿{"start":{"line":392,"column":8},"end":{"line":392,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9664¿Identifier¿¿argv¿¿¿{"start":{"line":392,"column":8},"end":{"line":392,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9665¿Identifier¿¿__defineGetter__¿¿¿{"start":{"line":392,"column":13},"end":{"line":392,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9666¿Identifier¿¿key¿¿¿{"start":{"line":392,"column":30},"end":{"line":392,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9667¿Identifier¿¿v1230¿¿¿¿¿Identifier
9668¿ExpressionStatement¿¿¿¿¿{"start":{"line":392,"column":8},"end":{"line":394,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
9669¿Identifier¿¿v1231¿¿¿¿¿Identifier
9670¿BlockStatement¿¿¿¿¿{"start":{"line":387,"column":34},"end":{"line":395,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
9671¿VariableDeclarator¿¿v1233¿¿¿¿¿VariableDeclarator
9672¿CallExpression¿¿¿¿¿{"start":{"line":387,"column":6},"end":{"line":395,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9673¿MemberExpression¿¿¿¿¿{"start":{"line":387,"column":6},"end":{"line":387,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9674¿Identifier¿¿keys¿¿¿{"start":{"line":387,"column":6},"end":{"line":387,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9675¿Identifier¿¿forEach¿¿¿{"start":{"line":387,"column":11},"end":{"line":387,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9676¿Identifier¿¿v1232¿¿¿¿¿Identifier
9677¿ExpressionStatement¿¿¿¿¿{"start":{"line":387,"column":6},"end":{"line":395,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
9678¿Identifier¿¿v1233¿¿¿¿¿Identifier
9679¿BlockStatement¿¿¿¿¿{"start":{"line":385,"column":86},"end":{"line":396,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
9680¿BlockStatement¿¿¿¿¿{"start":{"line":348,"column":29},"end":{"line":397,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
9681¿VariableDeclarator¿¿processValue¿¿¿¿¿VariableDeclarator
9682¿FunctionExpression¿¿anon¿¿¿{"start":{"line":399,"column":2},"end":{"line":422,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿FunctionExpression
9683¿Identifier¿¿key¿¿¿{"start":{"line":399,"column":25},"end":{"line":399,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9684¿Identifier¿¿val¿¿¿{"start":{"line":399,"column":30},"end":{"line":399,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9685¿VariableDeclarator¿¿v1234¿¿¿¿¿VariableDeclarator
9686¿MemberExpression¿¿¿¿¿{"start":{"line":401,"column":29},"end":{"line":401,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9687¿Identifier¿¿flags¿¿¿{"start":{"line":401,"column":29},"end":{"line":401,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9688¿Identifier¿¿bools¿¿¿{"start":{"line":401,"column":35},"end":{"line":401,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9689¿VariableDeclarator¿¿v1235¿¿¿¿¿VariableDeclarator
9690¿CallExpression¿¿¿¿¿{"start":{"line":401,"column":8},"end":{"line":401,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9691¿Identifier¿¿checkAllAliases¿¿¿{"start":{"line":401,"column":8},"end":{"line":401,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9692¿Identifier¿¿key¿¿¿{"start":{"line":401,"column":24},"end":{"line":401,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9693¿Identifier¿¿v1234¿¿¿¿¿Identifier
9694¿VariableDeclarator¿¿v1236¿¿¿¿¿VariableDeclarator
9695¿MemberExpression¿¿¿¿¿{"start":{"line":401,"column":66},"end":{"line":401,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9696¿Identifier¿¿flags¿¿¿{"start":{"line":401,"column":66},"end":{"line":401,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9697¿Identifier¿¿counts¿¿¿{"start":{"line":401,"column":72},"end":{"line":401,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9698¿VariableDeclarator¿¿v1237¿¿¿¿¿VariableDeclarator
9699¿CallExpression¿¿¿¿¿{"start":{"line":401,"column":45},"end":{"line":401,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9700¿Identifier¿¿checkAllAliases¿¿¿{"start":{"line":401,"column":45},"end":{"line":401,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9701¿Identifier¿¿key¿¿¿{"start":{"line":401,"column":61},"end":{"line":401,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9702¿Identifier¿¿v1236¿¿¿¿¿Identifier
9703¿VariableDeclarator¿¿v1238¿¿¿¿¿VariableDeclarator
9704¿LogicalExpression¿||¿¿¿¿{"start":{"line":401,"column":8},"end":{"line":401,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿LogicalExpression
9705¿Identifier¿¿v1235¿¿¿¿¿Identifier
9706¿Identifier¿¿v1237¿¿¿¿¿Identifier
9707¿IfStatement¿¿¿¿¿{"start":{"line":401,"column":4},"end":{"line":403,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿IfStatement
9708¿Identifier¿¿v1238¿¿¿¿¿Identifier
9709¿VariableDeclarator¿¿v1239¿¿¿¿¿VariableDeclarator
9710¿UnaryExpression¿typeof¿¿¿¿{"start":{"line":402,"column":10},"end":{"line":402,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿UnaryExpression
9711¿Identifier¿¿val¿¿¿{"start":{"line":402,"column":17},"end":{"line":402,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9712¿VariableDeclarator¿¿v1240¿¿¿¿¿VariableDeclarator
9713¿BinaryExpression¿===¿¿¿¿{"start":{"line":402,"column":10},"end":{"line":402,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BinaryExpression
9714¿Identifier¿¿v1239¿¿¿¿¿Identifier
