Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
732¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":139,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Program
1019¿CallExpression¿¿1276¿¿¿¿{"start":{"line":81,"column":24},"end":{"line":81,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1020¿Identifier¿¿1276¿processFile¿¿¿{"start":{"line":81,"column":24},"end":{"line":81,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1021¿Identifier¿¿1276¿v106¿¿¿¿¿Identifier
1022¿Identifier¿¿1276¿req¿¿¿{"start":{"line":81,"column":71},"end":{"line":81,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1023¿Identifier¿¿1276¿res¿¿¿{"start":{"line":81,"column":76},"end":{"line":81,"column":79},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1024¿ExpressionStatement¿¿1276¿¿¿¿{"start":{"line":81,"column":24},"end":{"line":81,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1025¿Identifier¿¿1276¿v107¿¿¿¿¿Identifier
1026¿BlockStatement¿¿1276¿¿¿¿{"start":{"line":80,"column":48},"end":{"line":82,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
1027¿VariableDeclarator¿¿1276¿v108¿¿¿{"start":{"line":83,"column":24},"end":{"line":83,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1028¿CallExpression¿¿1276¿¿¿¿{"start":{"line":83,"column":24},"end":{"line":83,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1029¿Identifier¿¿1276¿showDirOrErr¿¿¿{"start":{"line":83,"column":24},"end":{"line":83,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1030¿Identifier¿¿1276¿filePath¿¿¿{"start":{"line":83,"column":37},"end":{"line":83,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1031¿Identifier¿¿1276¿res¿¿¿{"start":{"line":83,"column":47},"end":{"line":83,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1032¿ExpressionStatement¿¿1276¿¿¿¿{"start":{"line":83,"column":24},"end":{"line":83,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1033¿Identifier¿¿1276¿v108¿¿¿¿¿Identifier
1034¿BlockStatement¿¿1276¿¿¿¿{"start":{"line":82,"column":27},"end":{"line":84,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
1035¿BlockStatement¿¿1276¿¿¿¿{"start":{"line":79,"column":75},"end":{"line":85,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
1036¿VariableDeclarator¿¿1274¿v110¿¿¿{"start":{"line":79,"column":16},"end":{"line":85,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1037¿CallExpression¿¿1274¿¿¿¿{"start":{"line":79,"column":16},"end":{"line":85,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1038¿MemberExpression¿¿1274¿¿¿¿{"start":{"line":79,"column":16},"end":{"line":79,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1039¿Identifier¿¿1274¿fs¿¿¿{"start":{"line":79,"column":16},"end":{"line":79,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1040¿Identifier¿¿1274¿stat¿¿¿{"start":{"line":79,"column":19},"end":{"line":79,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1041¿Identifier¿¿1274¿v102¿¿¿¿¿Identifier
1042¿Identifier¿¿1274¿v109¿¿¿¿¿Identifier
1043¿ExpressionStatement¿¿1274¿¿¿¿{"start":{"line":79,"column":16},"end":{"line":85,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1044¿Identifier¿¿1274¿v110¿¿¿¿¿Identifier
1045¿BlockStatement¿¿1274¿¿¿¿{"start":{"line":78,"column":60},"end":{"line":87,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
1046¿VariableDeclarator¿¿1274¿v111¿¿¿{"start":{"line":88,"column":16},"end":{"line":88,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1047¿CallExpression¿¿1274¿¿¿¿{"start":{"line":88,"column":16},"end":{"line":88,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1048¿Identifier¿¿1274¿showDirOrErr¿¿¿{"start":{"line":88,"column":16},"end":{"line":88,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1049¿Identifier¿¿1274¿filePath¿¿¿{"start":{"line":88,"column":29},"end":{"line":88,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1050¿Identifier¿¿1274¿res¿¿¿{"start":{"line":88,"column":39},"end":{"line":88,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1051¿ExpressionStatement¿¿1274¿¿¿¿{"start":{"line":88,"column":16},"end":{"line":88,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1052¿Identifier¿¿1274¿v111¿¿¿¿¿Identifier
1053¿BlockStatement¿¿1274¿¿¿¿{"start":{"line":87,"column":19},"end":{"line":89,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
1054¿BlockStatement¿¿1274¿¿¿¿{"start":{"line":77,"column":17},"end":{"line":90,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
1055¿VariableDeclarator¿¿1274¿v112¿¿¿{"start":{"line":91,"column":19},"end":{"line":91,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1056¿CallExpression¿¿1274¿¿¿¿{"start":{"line":91,"column":19},"end":{"line":91,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1057¿MemberExpression¿¿1274¿¿¿¿{"start":{"line":91,"column":19},"end":{"line":91,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1058¿Identifier¿¿1274¿path¿¿¿{"start":{"line":91,"column":19},"end":{"line":91,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1059¿Identifier¿¿1274¿extname¿¿¿{"start":{"line":91,"column":24},"end":{"line":91,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1060¿Identifier¿¿1274¿filePath¿¿¿{"start":{"line":91,"column":32},"end":{"line":91,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1061¿SwitchStatement¿¿1274¿¿¿¿{"start":{"line":91,"column":12},"end":{"line":106,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿SwitchStatement
1062¿Identifier¿¿1274¿v112¿¿¿¿¿Identifier
1063¿SwitchCase¿¿1274¿¿¿¿{"start":{"line":92,"column":12},"end":{"line":94,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿SwitchCase
1064¿Literal¿string¿1274¿¿'.html'¿¿{"start":{"line":92,"column":17},"end":{"line":92,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1065¿VariableDeclarator¿¿1274¿v113¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1066¿CallExpression¿¿1274¿¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1067¿MemberExpression¿¿1274¿¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1068¿Identifier¿¿1274¿res¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1069¿Identifier¿¿1274¿set¿¿¿{"start":{"line":93,"column":20},"end":{"line":93,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1070¿Literal¿string¿1274¿¿'Content-Type'¿¿{"start":{"line":93,"column":24},"end":{"line":93,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1071¿Literal¿string¿1274¿¿'text/html'¿¿{"start":{"line":93,"column":40},"end":{"line":93,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1072¿ExpressionStatement¿¿1274¿¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1073¿Identifier¿¿1274¿v113¿¿¿¿¿Identifier
1074¿BreakStatement¿¿1274¿¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BreakStatement
1075¿SwitchCase¿¿1274¿¿¿¿{"start":{"line":95,"column":12},"end":{"line":97,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿SwitchCase
1076¿Literal¿string¿1274¿¿'.css'¿¿{"start":{"line":95,"column":17},"end":{"line":95,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1077¿VariableDeclarator¿¿1274¿v114¿¿¿{"start":{"line":96,"column":16},"end":{"line":96,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1078¿CallExpression¿¿1274¿¿¿¿{"start":{"line":96,"column":16},"end":{"line":96,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1079¿MemberExpression¿¿1274¿¿¿¿{"start":{"line":96,"column":16},"end":{"line":96,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1080¿Identifier¿¿1274¿res¿¿¿{"start":{"line":96,"column":16},"end":{"line":96,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1081¿Identifier¿¿1274¿set¿¿¿{"start":{"line":96,"column":20},"end":{"line":96,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1082¿Literal¿string¿1274¿¿'Content-Type'¿¿{"start":{"line":96,"column":24},"end":{"line":96,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1083¿Literal¿string¿1274¿¿'text/css'¿¿{"start":{"line":96,"column":40},"end":{"line":96,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1084¿ExpressionStatement¿¿1274¿¿¿¿{"start":{"line":96,"column":16},"end":{"line":96,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1085¿Identifier¿¿1274¿v114¿¿¿¿¿Identifier
1086¿BreakStatement¿¿1274¿¿¿¿{"start":{"line":97,"column":16},"end":{"line":97,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BreakStatement
1087¿SwitchCase¿¿1274¿¿¿¿{"start":{"line":98,"column":12},"end":{"line":100,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿SwitchCase
1088¿Literal¿string¿1274¿¿'.js'¿¿{"start":{"line":98,"column":17},"end":{"line":98,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1089¿VariableDeclarator¿¿1274¿v115¿¿¿{"start":{"line":99,"column":16},"end":{"line":99,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1090¿CallExpression¿¿1274¿¿¿¿{"start":{"line":99,"column":16},"end":{"line":99,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1091¿MemberExpression¿¿1274¿¿¿¿{"start":{"line":99,"column":16},"end":{"line":99,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1092¿Identifier¿¿1274¿res¿¿¿{"start":{"line":99,"column":16},"end":{"line":99,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1093¿Identifier¿¿1274¿set¿¿¿{"start":{"line":99,"column":20},"end":{"line":99,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1094¿Literal¿string¿1274¿¿'Content-Type'¿¿{"start":{"line":99,"column":24},"end":{"line":99,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1095¿Literal¿string¿1274¿¿'text/javascript'¿¿{"start":{"line":99,"column":40},"end":{"line":99,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1096¿ExpressionStatement¿¿1274¿¿¿¿{"start":{"line":99,"column":16},"end":{"line":99,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1097¿Identifier¿¿1274¿v115¿¿¿¿¿Identifier
1098¿BreakStatement¿¿1274¿¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BreakStatement
1099¿SwitchCase¿¿1274¿¿¿¿{"start":{"line":101,"column":12},"end":{"line":103,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿SwitchCase
1100¿Literal¿string¿1274¿¿'.json'¿¿{"start":{"line":101,"column":17},"end":{"line":101,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1101¿VariableDeclarator¿¿1274¿v116¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1102¿CallExpression¿¿1274¿¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1103¿MemberExpression¿¿1274¿¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1104¿Identifier¿¿1274¿res¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1105¿Identifier¿¿1274¿set¿¿¿{"start":{"line":102,"column":20},"end":{"line":102,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1106¿Literal¿string¿1274¿¿'Content-Type'¿¿{"start":{"line":102,"column":24},"end":{"line":102,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1107¿Literal¿string¿1274¿¿'application/json'¿¿{"start":{"line":102,"column":40},"end":{"line":102,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1108¿ExpressionStatement¿¿1274¿¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1109¿Identifier¿¿1274¿v116¿¿¿¿¿Identifier
1110¿BreakStatement¿¿1274¿¿¿¿{"start":{"line":103,"column":16},"end":{"line":103,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BreakStatement
1111¿SwitchCase¿¿1274¿¿¿¿{"start":{"line":104,"column":12},"end":{"line":104,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿SwitchCase
1112¿VariableDeclarator¿¿1274¿v117¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1113¿CallExpression¿¿1274¿¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1114¿MemberExpression¿¿1274¿¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1115¿Identifier¿¿1274¿res¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1116¿Identifier¿¿1274¿send¿¿¿{"start":{"line":107,"column":16},"end":{"line":107,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1117¿Identifier¿¿1274¿data¿¿¿{"start":{"line":107,"column":21},"end":{"line":107,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1118¿ExpressionStatement¿¿1274¿¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1119¿Identifier¿¿1274¿v117¿¿¿¿¿Identifier
1120¿BlockStatement¿¿1274¿¿¿¿{"start":{"line":90,"column":15},"end":{"line":108,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
1121¿BlockStatement¿¿1274¿¿¿¿{"start":{"line":76,"column":41},"end":{"line":109,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
1122¿VariableDeclarator¿¿1272¿v119¿¿¿{"start":{"line":76,"column":4},"end":{"line":109,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1123¿CallExpression¿¿1272¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":109,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1124¿MemberExpression¿¿1272¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1125¿Identifier¿¿1272¿fs¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1126¿Identifier¿¿1272¿readFile¿¿¿{"start":{"line":76,"column":7},"end":{"line":76,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1127¿Identifier¿¿1272¿filePath¿¿¿{"start":{"line":76,"column":16},"end":{"line":76,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1128¿Identifier¿¿1272¿v118¿¿¿¿¿Identifier
1129¿ExpressionStatement¿¿1272¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":109,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1130¿Identifier¿¿1272¿v119¿¿¿¿¿Identifier
1131¿BlockStatement¿¿1272¿¿¿¿{"start":{"line":75,"column":41},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
1132¿VariableDeclarator¿¿1259¿v122¿¿¿{"start":{"line":112,"column":13},"end":{"line":116,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1133¿ArrowFunctionExpression¿¿1259¿¿¿¿{"start":{"line":112,"column":13},"end":{"line":116,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ArrowFunctionExpression
1134¿Identifier¿¿0¿req¿¿¿{"start":{"line":112,"column":14},"end":{"line":112,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1135¿Identifier¿¿0¿res¿¿¿{"start":{"line":112,"column":19},"end":{"line":112,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1136¿VariableDeclarator¿¿1287¿v120¿¿¿{"start":{"line":113,"column":36},"end":{"line":113,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1137¿MemberExpression¿¿1287¿¿¿¿{"start":{"line":113,"column":36},"end":{"line":113,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1138¿Identifier¿¿1287¿req¿¿¿{"start":{"line":113,"column":36},"end":{"line":113,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1139¿Identifier¿¿1287¿path¿¿¿{"start":{"line":113,"column":40},"end":{"line":113,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1140¿VariableDeclarator¿¿1287¿fullPath¿¿¿{"start":{"line":113,"column":10},"end":{"line":113,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1141¿CallExpression¿¿1287¿¿¿¿{"start":{"line":113,"column":21},"end":{"line":113,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1142¿MemberExpression¿¿1287¿¿¿¿{"start":{"line":113,"column":21},"end":{"line":113,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1143¿Identifier¿¿1287¿path¿¿¿{"start":{"line":113,"column":21},"end":{"line":113,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1144¿Identifier¿¿1287¿join¿¿¿{"start":{"line":113,"column":26},"end":{"line":113,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1145¿Identifier¿¿1287¿dir¿¿¿{"start":{"line":113,"column":31},"end":{"line":113,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1146¿Identifier¿¿1287¿v120¿¿¿¿¿Identifier
1147¿VariableDeclarator¿¿1287¿v121¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1148¿CallExpression¿¿1287¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1149¿Identifier¿¿1287¿processFile¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1150¿Identifier¿¿1287¿fullPath¿¿¿{"start":{"line":115,"column":16},"end":{"line":115,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1151¿Identifier¿¿1287¿req¿¿¿{"start":{"line":115,"column":26},"end":{"line":115,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1152¿Identifier¿¿1287¿res¿¿¿{"start":{"line":115,"column":31},"end":{"line":115,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1153¿ExpressionStatement¿¿1287¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1154¿Identifier¿¿1287¿v121¿¿¿¿¿Identifier
1155¿BlockStatement¿¿1287¿¿¿¿{"start":{"line":112,"column":27},"end":{"line":116,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
1156¿VariableDeclarator¿¿1259¿v123¿¿¿{"start":{"line":112,"column":0},"end":{"line":116,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1157¿CallExpression¿¿1259¿¿¿¿{"start":{"line":112,"column":0},"end":{"line":116,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1158¿MemberExpression¿¿1259¿¿¿¿{"start":{"line":112,"column":0},"end":{"line":112,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1159¿Identifier¿¿1259¿app¿¿¿{"start":{"line":112,"column":0},"end":{"line":112,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
