Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
766¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":123,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Program
1133¿ExpressionStatement¿¿¿¿¿{"start":{"line":62,"column":2},"end":{"line":74,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ExpressionStatement
1134¿AssignmentExpression¿=¿¿¿¿{"start":{"line":62,"column":2},"end":{"line":74,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿AssignmentExpression
1135¿Identifier¿¿v130¿¿¿{"start":{"line":62,"column":2},"end":{"line":74,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1136¿BinaryExpression¿<¿¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
1137¿Identifier¿¿i¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1138¿Identifier¿¿v129¿¿¿¿¿Identifier
1139¿BlockStatement¿¿¿¿¿¿¿BlockStatement
1140¿ReturnStatement¿¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":76,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ReturnStatement
1141¿Identifier¿¿root¿¿¿{"start":{"line":76,"column":9},"end":{"line":76,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1142¿BlockStatement¿¿¿¿¿{"start":{"line":54,"column":26},"end":{"line":77,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BlockStatement
1143¿VariableDeclarator¿exported¿v155¿¿¿¿¿VariableDeclarator
1144¿FunctionExpression¿¿anon¿¿¿{"start":{"line":79,"column":7},"end":{"line":100,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿FunctionExpression
1145¿Identifier¿¿object¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1146¿Identifier¿¿path¿¿¿{"start":{"line":79,"column":16},"end":{"line":79,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1147¿VariableDeclarator¿¿v140¿¿¿¿¿VariableDeclarator
1148¿CallExpression¿¿¿¿¿{"start":{"line":80,"column":7},"end":{"line":80,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿CallExpression
1149¿Identifier¿¿isObj¿¿¿{"start":{"line":80,"column":7},"end":{"line":80,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1150¿Identifier¿¿object¿¿¿{"start":{"line":80,"column":13},"end":{"line":80,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1151¿VariableDeclarator¿¿v141¿¿¿¿¿VariableDeclarator
1152¿UnaryExpression¿!¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿UnaryExpression
1153¿Identifier¿¿v140¿¿¿¿¿Identifier
1154¿VariableDeclarator¿¿v142¿¿¿¿¿VariableDeclarator
1155¿UnaryExpression¿typeof¿¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿UnaryExpression
1156¿Identifier¿¿path¿¿¿{"start":{"line":80,"column":31},"end":{"line":80,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1157¿VariableDeclarator¿¿v143¿¿¿¿¿VariableDeclarator
1158¿BinaryExpression¿!==¿¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
1159¿Identifier¿¿v142¿¿¿¿¿Identifier
1160¿Literal¿string¿¿'string'¿¿{"start":{"line":80,"column":40},"end":{"line":80,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Literal
1161¿VariableDeclarator¿¿v144¿¿¿¿¿VariableDeclarator
1162¿LogicalExpression¿||¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿LogicalExpression
1163¿Identifier¿¿v141¿¿¿¿¿Identifier
1164¿Identifier¿¿v143¿¿¿¿¿Identifier
1165¿IfStatement¿¿¿¿¿{"start":{"line":80,"column":2},"end":{"line":82,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿IfStatement
1166¿Identifier¿¿v144¿¿¿¿¿Identifier
1167¿ReturnStatement¿¿¿¿¿{"start":{"line":81,"column":3},"end":{"line":81,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ReturnStatement
1168¿BlockStatement¿¿¿¿¿{"start":{"line":80,"column":50},"end":{"line":82,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BlockStatement
1169¿VariableDeclarator¿¿pathArray¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿VariableDeclarator
1170¿CallExpression¿¿¿¿¿{"start":{"line":84,"column":20},"end":{"line":84,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿CallExpression
1171¿Identifier¿¿getPathSegments¿¿¿{"start":{"line":84,"column":20},"end":{"line":84,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1172¿Identifier¿¿path¿¿¿{"start":{"line":84,"column":36},"end":{"line":84,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1173¿VariableDeclarator¿¿i¿¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿VariableDeclarator
1174¿Literal¿number¿¿0¿¿{"start":{"line":86,"column":15},"end":{"line":86,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Literal
1175¿VariableDeclarator¿¿v145¿¿¿¿¿VariableDeclarator
1176¿MemberExpression¿¿¿¿¿{"start":{"line":86,"column":22},"end":{"line":86,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1177¿Identifier¿¿pathArray¿¿¿{"start":{"line":86,"column":22},"end":{"line":86,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1178¿Identifier¿¿length¿¿¿{"start":{"line":86,"column":32},"end":{"line":86,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1179¿VariableDeclarator¿¿v146¿¿¿¿¿VariableDeclarator
1180¿BinaryExpression¿<¿¿¿¿{"start":{"line":86,"column":18},"end":{"line":86,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
1181¿Identifier¿¿i¿¿¿{"start":{"line":86,"column":18},"end":{"line":86,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1182¿Identifier¿¿v145¿¿¿¿¿Identifier
1183¿WhileStatement¿¿¿¿¿{"start":{"line":86,"column":2},"end":{"line":99,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿WhileStatement
1184¿Identifier¿¿v146¿¿¿¿¿Identifier
1185¿VariableDeclarator¿¿p¿¿¿{"start":{"line":87,"column":9},"end":{"line":87,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿VariableDeclarator
1186¿MemberExpression¿computed¿¿¿¿{"start":{"line":87,"column":13},"end":{"line":87,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1187¿Identifier¿¿pathArray¿¿¿{"start":{"line":87,"column":13},"end":{"line":87,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1188¿Identifier¿¿i¿¿¿{"start":{"line":87,"column":23},"end":{"line":87,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1189¿VariableDeclarator¿¿v148¿¿¿¿¿VariableDeclarator
1190¿MemberExpression¿¿¿¿¿{"start":{"line":89,"column":13},"end":{"line":89,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1191¿Identifier¿¿pathArray¿¿¿{"start":{"line":89,"column":13},"end":{"line":89,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1192¿Identifier¿¿length¿¿¿{"start":{"line":89,"column":23},"end":{"line":89,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1193¿VariableDeclarator¿¿v149¿¿¿¿¿VariableDeclarator
1194¿BinaryExpression¿-¿¿¿¿{"start":{"line":89,"column":13},"end":{"line":89,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
1195¿Identifier¿¿v148¿¿¿¿¿Identifier
1196¿Literal¿number¿¿1¿¿{"start":{"line":89,"column":32},"end":{"line":89,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Literal
1197¿VariableDeclarator¿¿v150¿¿¿¿¿VariableDeclarator
1198¿BinaryExpression¿===¿¿¿¿{"start":{"line":89,"column":7},"end":{"line":89,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
1199¿Identifier¿¿i¿¿¿{"start":{"line":89,"column":7},"end":{"line":89,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1200¿Identifier¿¿v149¿¿¿¿¿Identifier
1201¿IfStatement¿¿¿¿¿{"start":{"line":89,"column":3},"end":{"line":92,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿IfStatement
1202¿Identifier¿¿v150¿¿¿¿¿Identifier
1203¿VariableDeclarator¿¿v151¿¿¿¿¿VariableDeclarator
1204¿MemberExpression¿computed¿¿¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1205¿Identifier¿¿object¿¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1206¿Identifier¿¿p¿¿¿{"start":{"line":90,"column":18},"end":{"line":90,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1207¿VariableDeclarator¿¿v152¿¿¿¿¿VariableDeclarator
1208¿UnaryExpression¿delete¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":90,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿UnaryExpression
1209¿Identifier¿¿v151¿¿¿¿¿Identifier
1210¿ExpressionStatement¿¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":90,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ExpressionStatement
1211¿Identifier¿¿v152¿¿¿¿¿Identifier
1212¿ReturnStatement¿¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ReturnStatement
1213¿BlockStatement¿¿¿¿¿{"start":{"line":89,"column":35},"end":{"line":92,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BlockStatement
1214¿ExpressionStatement¿¿¿¿¿{"start":{"line":94,"column":3},"end":{"line":94,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ExpressionStatement
1215¿AssignmentExpression¿=¿¿¿¿{"start":{"line":94,"column":3},"end":{"line":94,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿AssignmentExpression
1216¿Identifier¿¿object¿¿¿{"start":{"line":94,"column":3},"end":{"line":94,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1217¿MemberExpression¿computed¿¿¿¿{"start":{"line":94,"column":12},"end":{"line":94,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1218¿Identifier¿¿object¿¿¿{"start":{"line":94,"column":12},"end":{"line":94,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1219¿Identifier¿¿p¿¿¿{"start":{"line":94,"column":19},"end":{"line":94,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1220¿VariableDeclarator¿¿v153¿¿¿¿¿VariableDeclarator
1221¿CallExpression¿¿¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿CallExpression
1222¿Identifier¿¿isObj¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1223¿Identifier¿¿object¿¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1224¿VariableDeclarator¿¿v154¿¿¿¿¿VariableDeclarator
1225¿UnaryExpression¿!¿¿¿¿{"start":{"line":96,"column":7},"end":{"line":96,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿UnaryExpression
1226¿Identifier¿¿v153¿¿¿¿¿Identifier
1227¿IfStatement¿¿¿¿¿{"start":{"line":96,"column":3},"end":{"line":98,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿IfStatement
1228¿Identifier¿¿v154¿¿¿¿¿Identifier
1229¿ReturnStatement¿¿¿¿¿{"start":{"line":97,"column":4},"end":{"line":97,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ReturnStatement
1230¿BlockStatement¿¿¿¿¿{"start":{"line":96,"column":23},"end":{"line":98,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BlockStatement
1231¿VariableDeclarator¿¿v147¿¿¿¿¿VariableDeclarator
1232¿UpdateExpression¿¿¿¿¿{"start":{"line":86,"column":40},"end":{"line":86,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿UpdateExpression
1233¿Identifier¿¿i¿¿¿{"start":{"line":86,"column":40},"end":{"line":86,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1234¿ExpressionStatement¿¿¿¿¿{"start":{"line":86,"column":2},"end":{"line":99,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ExpressionStatement
1235¿AssignmentExpression¿=¿¿¿¿{"start":{"line":86,"column":2},"end":{"line":99,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿AssignmentExpression
1236¿Identifier¿¿v146¿¿¿{"start":{"line":86,"column":2},"end":{"line":99,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1237¿BinaryExpression¿<¿¿¿¿{"start":{"line":86,"column":18},"end":{"line":86,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
1238¿Identifier¿¿i¿¿¿{"start":{"line":86,"column":18},"end":{"line":86,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1239¿Identifier¿¿v145¿¿¿¿¿Identifier
1240¿BlockStatement¿¿¿¿¿¿¿BlockStatement
1241¿BlockStatement¿¿¿¿¿{"start":{"line":79,"column":22},"end":{"line":100,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BlockStatement
1242¿VariableDeclarator¿exported¿v169¿¿¿¿¿VariableDeclarator
1243¿FunctionExpression¿¿anon¿¿¿{"start":{"line":102,"column":4},"end":{"line":122,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿FunctionExpression
1244¿Identifier¿¿object¿¿¿{"start":{"line":102,"column":5},"end":{"line":102,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1245¿Identifier¿¿path¿¿¿{"start":{"line":102,"column":13},"end":{"line":102,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1246¿VariableDeclarator¿¿v156¿¿¿¿¿VariableDeclarator
1247¿CallExpression¿¿¿¿¿{"start":{"line":103,"column":7},"end":{"line":103,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿CallExpression
1248¿Identifier¿¿isObj¿¿¿{"start":{"line":103,"column":7},"end":{"line":103,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1249¿Identifier¿¿object¿¿¿{"start":{"line":103,"column":13},"end":{"line":103,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1250¿VariableDeclarator¿¿v157¿¿¿¿¿VariableDeclarator
1251¿UnaryExpression¿!¿¿¿¿{"start":{"line":103,"column":6},"end":{"line":103,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿UnaryExpression
1252¿Identifier¿¿v156¿¿¿¿¿Identifier
1253¿VariableDeclarator¿¿v158¿¿¿¿¿VariableDeclarator
1254¿UnaryExpression¿typeof¿¿¿¿{"start":{"line":103,"column":24},"end":{"line":103,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿UnaryExpression
1255¿Identifier¿¿path¿¿¿{"start":{"line":103,"column":31},"end":{"line":103,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1256¿VariableDeclarator¿¿v159¿¿¿¿¿VariableDeclarator
1257¿BinaryExpression¿!==¿¿¿¿{"start":{"line":103,"column":24},"end":{"line":103,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
1258¿Identifier¿¿v158¿¿¿¿¿Identifier
1259¿Literal¿string¿¿'string'¿¿{"start":{"line":103,"column":40},"end":{"line":103,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Literal
1260¿VariableDeclarator¿¿v160¿¿¿¿¿VariableDeclarator
1261¿LogicalExpression¿||¿¿¿¿{"start":{"line":103,"column":6},"end":{"line":103,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿LogicalExpression
1262¿Identifier¿¿v157¿¿¿¿¿Identifier
1263¿Identifier¿¿v159¿¿¿¿¿Identifier
1264¿IfStatement¿¿¿¿¿{"start":{"line":103,"column":2},"end":{"line":105,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿IfStatement
1265¿Identifier¿¿v160¿¿¿¿¿Identifier
1266¿ReturnStatement¿¿¿¿¿{"start":{"line":104,"column":3},"end":{"line":104,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ReturnStatement
1267¿Literal¿boolean¿¿false¿¿{"start":{"line":104,"column":10},"end":{"line":104,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Literal
1268¿BlockStatement¿¿¿¿¿{"start":{"line":103,"column":50},"end":{"line":105,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BlockStatement
1269¿VariableDeclarator¿¿pathArray¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿VariableDeclarator
1270¿CallExpression¿¿¿¿¿{"start":{"line":107,"column":20},"end":{"line":107,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿CallExpression
1271¿Identifier¿¿getPathSegments¿¿¿{"start":{"line":107,"column":20},"end":{"line":107,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1272¿Identifier¿¿path¿¿¿{"start":{"line":107,"column":36},"end":{"line":107,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1273¿VariableDeclarator¿¿i¿¿¿{"start":{"line":109,"column":11},"end":{"line":109,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿VariableDeclarator
1274¿Literal¿number¿¿0¿¿{"start":{"line":109,"column":15},"end":{"line":109,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Literal
1275¿VariableDeclarator¿¿v161¿¿¿¿¿VariableDeclarator
1276¿MemberExpression¿¿¿¿¿{"start":{"line":109,"column":22},"end":{"line":109,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1277¿Identifier¿¿pathArray¿¿¿{"start":{"line":109,"column":22},"end":{"line":109,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1278¿Identifier¿¿length¿¿¿{"start":{"line":109,"column":32},"end":{"line":109,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1279¿VariableDeclarator¿¿v162¿¿¿¿¿VariableDeclarator
1280¿BinaryExpression¿<¿¿¿¿{"start":{"line":109,"column":18},"end":{"line":109,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
1281¿Identifier¿¿i¿¿¿{"start":{"line":109,"column":18},"end":{"line":109,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1282¿Identifier¿¿v161¿¿¿¿¿Identifier
1283¿WhileStatement¿¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":119,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿WhileStatement
1284¿Identifier¿¿v162¿¿¿¿¿Identifier
1285¿VariableDeclarator¿¿v164¿¿¿¿¿VariableDeclarator
1286¿CallExpression¿¿¿¿¿{"start":{"line":110,"column":7},"end":{"line":110,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿CallExpression
1287¿Identifier¿¿isObj¿¿¿{"start":{"line":110,"column":7},"end":{"line":110,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1288¿Identifier¿¿object¿¿¿{"start":{"line":110,"column":13},"end":{"line":110,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1289¿IfStatement¿¿¿¿¿{"start":{"line":110,"column":3},"end":{"line":118,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿IfStatement
1290¿Identifier¿¿v164¿¿¿¿¿Identifier
1291¿VariableDeclarator¿¿v165¿¿¿¿¿VariableDeclarator
1292¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1293¿Identifier¿¿pathArray¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1294¿Identifier¿¿i¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1295¿VariableDeclarator¿¿v166¿¿¿¿¿VariableDeclarator
1296¿BinaryExpression¿in¿¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
1297¿Identifier¿¿v165¿¿¿¿¿Identifier
1298¿Identifier¿¿object¿¿¿{"start":{"line":111,"column":26},"end":{"line":111,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1299¿VariableDeclarator¿¿v167¿¿¿¿¿VariableDeclarator
1300¿UnaryExpression¿!¿¿¿¿{"start":{"line":111,"column":8},"end":{"line":111,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿UnaryExpression
1301¿Identifier¿¿v166¿¿¿¿¿Identifier
1302¿IfStatement¿¿¿¿¿{"start":{"line":111,"column":4},"end":{"line":113,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿IfStatement
1303¿Identifier¿¿v167¿¿¿¿¿Identifier
1304¿ReturnStatement¿¿¿¿¿{"start":{"line":112,"column":5},"end":{"line":112,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ReturnStatement
1305¿Literal¿boolean¿¿false¿¿{"start":{"line":112,"column":12},"end":{"line":112,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Literal
1306¿BlockStatement¿¿¿¿¿{"start":{"line":111,"column":35},"end":{"line":113,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BlockStatement
1307¿VariableDeclarator¿¿v168¿¿¿¿¿VariableDeclarator
1308¿MemberExpression¿computed¿¿¿¿{"start":{"line":115,"column":20},"end":{"line":115,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1309¿Identifier¿¿pathArray¿¿¿{"start":{"line":115,"column":20},"end":{"line":115,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1310¿Identifier¿¿i¿¿¿{"start":{"line":115,"column":30},"end":{"line":115,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1311¿ExpressionStatement¿¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ExpressionStatement
1312¿AssignmentExpression¿=¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿AssignmentExpression
1313¿Identifier¿¿object¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1314¿MemberExpression¿computed¿¿¿¿{"start":{"line":115,"column":13},"end":{"line":115,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1315¿Identifier¿¿object¿¿¿{"start":{"line":115,"column":13},"end":{"line":115,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1316¿Identifier¿¿v168¿¿¿¿¿Identifier
