Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1066¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":229,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Program
1320¿Identifier¿¿1901¿value¿¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1321¿VariableDeclarator¿¿1901¿v133¿¿¿{"start":{"line":75,"column":18},"end":{"line":75,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1322¿BinaryExpression¿!==¿1901¿¿¿¿{"start":{"line":75,"column":18},"end":{"line":75,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BinaryExpression
1323¿Identifier¿¿1901¿v132¿¿¿¿¿Identifier
1324¿Literal¿string¿1901¿¿'object'¿¿{"start":{"line":75,"column":35},"end":{"line":75,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1325¿VariableDeclarator¿¿1901¿v134¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1326¿LogicalExpression¿||¿1901¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿LogicalExpression
1327¿Identifier¿¿1901¿v131¿¿¿¿¿Identifier
1328¿Identifier¿¿1901¿v133¿¿¿¿¿Identifier
1329¿IfStatement¿¿1901¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":82,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿IfStatement
1330¿Identifier¿¿1901¿v134¿¿¿¿¿Identifier
1331¿ReturnStatement¿¿1901¿¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ReturnStatement
1332¿Literal¿boolean¿1901¿¿false¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1333¿BlockStatement¿¿1901¿¿¿¿{"start":{"line":75,"column":45},"end":{"line":77,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
1334¿VariableDeclarator¿¿1901¿v135¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1335¿CallExpression¿¿1901¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿CallExpression
1336¿MemberExpression¿¿1901¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1337¿ThisExpression¿¿1901¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ThisExpression
1338¿Identifier¿¿1901¿reset¿¿¿{"start":{"line":79,"column":11},"end":{"line":79,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1339¿ExpressionStatement¿¿1901¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1340¿Identifier¿¿1901¿v135¿¿¿¿¿Identifier
1341¿ExpressionStatement¿¿1901¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1342¿AssignmentExpression¿=¿1901¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1343¿MemberExpression¿¿1901¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1344¿ThisExpression¿¿1901¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ThisExpression
1345¿Identifier¿¿1901¿store¿¿¿{"start":{"line":80,"column":11},"end":{"line":80,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1346¿Identifier¿¿1901¿value¿¿¿{"start":{"line":80,"column":19},"end":{"line":80,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1347¿ReturnStatement¿¿1901¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ReturnStatement
1348¿Literal¿boolean¿1901¿¿true¿¿{"start":{"line":81,"column":13},"end":{"line":81,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1349¿BlockStatement¿¿1901¿¿¿¿{"start":{"line":78,"column":9},"end":{"line":82,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
1350¿BlockStatement¿¿1901¿¿¿¿{"start":{"line":71,"column":25},"end":{"line":83,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
1351¿VariableDeclarator¿¿1901¿v137¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1352¿CallExpression¿¿1901¿¿¿¿{"start":{"line":88,"column":21},"end":{"line":88,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿CallExpression
1353¿MemberExpression¿¿1901¿¿¿¿{"start":{"line":88,"column":21},"end":{"line":88,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1354¿Identifier¿¿1901¿Date¿¿¿{"start":{"line":88,"column":21},"end":{"line":88,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1355¿Identifier¿¿1901¿now¿¿¿{"start":{"line":88,"column":26},"end":{"line":88,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1356¿ExpressionStatement¿¿1901¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1357¿AssignmentExpression¿=¿1901¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1358¿MemberExpression¿computed¿1901¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1359¿Identifier¿¿1901¿v136¿¿¿¿¿Identifier
1360¿Identifier¿¿1901¿key¿¿¿{"start":{"line":88,"column":14},"end":{"line":88,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1361¿Identifier¿¿1901¿v137¿¿¿¿¿Identifier
1362¿VariableDeclarator¿¿1901¿v138¿¿¿{"start":{"line":93,"column":9},"end":{"line":93,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1363¿MemberExpression¿¿1901¿¿¿¿{"start":{"line":93,"column":9},"end":{"line":93,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1364¿Identifier¿¿1901¿path¿¿¿{"start":{"line":93,"column":9},"end":{"line":93,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1365¿Identifier¿¿1901¿length¿¿¿{"start":{"line":93,"column":14},"end":{"line":93,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1366¿VariableDeclarator¿¿1901¿v139¿¿¿{"start":{"line":93,"column":9},"end":{"line":93,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1367¿BinaryExpression¿>¿1901¿¿¿¿{"start":{"line":93,"column":9},"end":{"line":93,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BinaryExpression
1368¿Identifier¿¿1901¿v138¿¿¿¿¿Identifier
1369¿Literal¿number¿1901¿¿1¿¿{"start":{"line":93,"column":23},"end":{"line":93,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1370¿WhileStatement¿¿1901¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":100,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿WhileStatement
1371¿Identifier¿¿1901¿v139¿¿¿¿¿Identifier
1372¿ExpressionStatement¿¿1901¿¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1373¿AssignmentExpression¿=¿1901¿¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1374¿Identifier¿¿1901¿key¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1375¿CallExpression¿¿1901¿¿¿¿{"start":{"line":94,"column":10},"end":{"line":94,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿CallExpression
1376¿MemberExpression¿¿1901¿¿¿¿{"start":{"line":94,"column":10},"end":{"line":94,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1377¿Identifier¿¿1901¿path¿¿¿{"start":{"line":94,"column":10},"end":{"line":94,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1378¿Identifier¿¿1901¿shift¿¿¿{"start":{"line":94,"column":15},"end":{"line":94,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1379¿VariableDeclarator¿¿1901¿v140¿¿¿{"start":{"line":95,"column":9},"end":{"line":95,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1380¿MemberExpression¿computed¿1901¿¿¿¿{"start":{"line":95,"column":9},"end":{"line":95,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1381¿Identifier¿¿1901¿target¿¿¿{"start":{"line":95,"column":9},"end":{"line":95,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1382¿Identifier¿¿1901¿key¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1383¿VariableDeclarator¿¿1901¿v141¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1384¿UnaryExpression¿!¿1901¿¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿UnaryExpression
1385¿Identifier¿¿1901¿v140¿¿¿¿¿Identifier
1386¿VariableDeclarator¿¿1901¿v142¿¿¿{"start":{"line":95,"column":31},"end":{"line":95,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1387¿MemberExpression¿computed¿1901¿¿¿¿{"start":{"line":95,"column":31},"end":{"line":95,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1388¿Identifier¿¿1901¿target¿¿¿{"start":{"line":95,"column":31},"end":{"line":95,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1389¿Identifier¿¿1901¿key¿¿¿{"start":{"line":95,"column":38},"end":{"line":95,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1390¿VariableDeclarator¿¿1901¿v143¿¿¿{"start":{"line":95,"column":24},"end":{"line":95,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1391¿UnaryExpression¿typeof¿1901¿¿¿¿{"start":{"line":95,"column":24},"end":{"line":95,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿UnaryExpression
1392¿Identifier¿¿1901¿v142¿¿¿¿¿Identifier
1393¿VariableDeclarator¿¿1901¿v144¿¿¿{"start":{"line":95,"column":24},"end":{"line":95,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1394¿BinaryExpression¿!==¿1901¿¿¿¿{"start":{"line":95,"column":24},"end":{"line":95,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BinaryExpression
1395¿Identifier¿¿1901¿v143¿¿¿¿¿Identifier
1396¿Literal¿string¿1901¿¿'object'¿¿{"start":{"line":95,"column":47},"end":{"line":95,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1397¿VariableDeclarator¿¿1901¿v145¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1398¿LogicalExpression¿||¿1901¿¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿LogicalExpression
1399¿Identifier¿¿1901¿v141¿¿¿¿¿Identifier
1400¿Identifier¿¿1901¿v144¿¿¿¿¿Identifier
1401¿IfStatement¿¿1901¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":97,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿IfStatement
1402¿Identifier¿¿1901¿v145¿¿¿¿¿Identifier
1403¿VariableDeclarator¿¿1901¿v146¿¿¿{"start":{"line":96,"column":20},"end":{"line":96,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1404¿ObjectExpression¿¿1901¿¿¿¿¿¿ObjectExpression
1405¿ExpressionStatement¿¿1901¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1406¿AssignmentExpression¿=¿1901¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1407¿MemberExpression¿computed¿1901¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1408¿Identifier¿¿1901¿target¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1409¿Identifier¿¿1901¿key¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1410¿Identifier¿¿1901¿v146¿¿¿¿¿Identifier
1411¿BlockStatement¿¿1901¿¿¿¿{"start":{"line":95,"column":57},"end":{"line":97,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
1412¿ExpressionStatement¿¿1901¿¿¿¿{"start":{"line":99,"column":4},"end":{"line":99,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1413¿AssignmentExpression¿=¿1901¿¿¿¿{"start":{"line":99,"column":4},"end":{"line":99,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1414¿Identifier¿¿1901¿target¿¿¿{"start":{"line":99,"column":4},"end":{"line":99,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1415¿MemberExpression¿computed¿1901¿¿¿¿{"start":{"line":99,"column":13},"end":{"line":99,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1416¿Identifier¿¿1901¿target¿¿¿{"start":{"line":99,"column":13},"end":{"line":99,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1417¿Identifier¿¿1901¿key¿¿¿{"start":{"line":99,"column":20},"end":{"line":99,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1418¿ExpressionStatement¿¿1901¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":100,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1419¿AssignmentExpression¿=¿1901¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":100,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1420¿Identifier¿¿1901¿v139¿¿¿{"start":{"line":93,"column":2},"end":{"line":100,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1421¿BinaryExpression¿>¿1901¿¿¿¿{"start":{"line":93,"column":9},"end":{"line":93,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BinaryExpression
1422¿Identifier¿¿1901¿v138¿¿¿¿¿Identifier
1423¿Literal¿number¿1901¿¿1¿¿{"start":{"line":93,"column":23},"end":{"line":93,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1424¿BlockStatement¿¿1901¿¿¿¿{"start":{"line":93,"column":26},"end":{"line":100,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
1425¿ExpressionStatement¿¿1901¿¿¿¿{"start":{"line":103,"column":2},"end":{"line":103,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1426¿AssignmentExpression¿=¿1901¿¿¿¿{"start":{"line":103,"column":2},"end":{"line":103,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1427¿Identifier¿¿1901¿key¿¿¿{"start":{"line":103,"column":2},"end":{"line":103,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1428¿CallExpression¿¿1901¿¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿CallExpression
1429¿MemberExpression¿¿1901¿¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1430¿Identifier¿¿1901¿path¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1431¿Identifier¿¿1901¿shift¿¿¿{"start":{"line":103,"column":13},"end":{"line":103,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1432¿VariableDeclarator¿¿1901¿v147¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1433¿MemberExpression¿¿1901¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1434¿ThisExpression¿¿1901¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ThisExpression
1435¿Identifier¿¿1901¿parseValues¿¿¿{"start":{"line":104,"column":11},"end":{"line":104,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1436¿IfStatement¿¿1901¿¿¿¿{"start":{"line":104,"column":2},"end":{"line":106,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿IfStatement
1437¿Identifier¿¿1901¿v147¿¿¿¿¿Identifier
1438¿VariableDeclarator¿¿1901¿v148¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1439¿MemberExpression¿¿1901¿¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1440¿Identifier¿¿1901¿common¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1441¿Identifier¿¿1901¿parseValues¿¿¿{"start":{"line":105,"column":19},"end":{"line":105,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1442¿ExpressionStatement¿¿1901¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1443¿AssignmentExpression¿=¿1901¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1444¿Identifier¿¿1901¿value¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1445¿CallExpression¿¿1901¿¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿CallExpression
1446¿MemberExpression¿¿1901¿¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1447¿Identifier¿¿1901¿v148¿¿¿¿¿Identifier
1448¿Identifier¿¿1901¿call¿¿¿{"start":{"line":105,"column":31},"end":{"line":105,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1449¿Identifier¿¿1901¿common¿¿¿{"start":{"line":105,"column":36},"end":{"line":105,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1450¿Identifier¿¿1901¿value¿¿¿{"start":{"line":105,"column":44},"end":{"line":105,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1451¿BlockStatement¿¿1901¿¿¿¿{"start":{"line":104,"column":24},"end":{"line":106,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
